Number,Day,Minute,Path,Mother,Mother Genotype,Name,Sex,Offspring Genotype,Genogroup,Recording Number,Start Point (s),End Point (s),Start Point (time),End Point (time),Start Point (Hz),End Point (Hz),Duration (time),Duration (s),ISI_time,ISI,Syllable,Syllable number,Cat. Number,Classification date,Start Time,Time Course,# of Bursts,IBN,BurstDuration_t,BurstDuration,BurstInterval_t,BurstInterval,Unnamed: 33,Unnamed: 34
64,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17470O\day_4,26598N-1741O,WT,17470O,F,WT,1.0,T0000009,0.65784,0.71864,00:00:00.658000,00:00:00.719000,52890.5481,75813.1842,01:27:33.120000,00:00:00.061000,02:23:37.536000,00:00:00.100000,Frequency Steps,8.0,2.0,2020-10-08,,12:22:16.719000,6.0,2.0,,,,,,
65,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17470O\day_4,26598N-1741O,WT,17470O,F,WT,1.0,T0000009,0.80705,0.86531,00:00:00.807000,00:00:00.865000,46085.3905,41429.23,01:23:53.664000,00:00:00.058000,02:07:18.624000,00:00:00.088000,Two-Syllable,7.0,2.0,2020-10-08,,12:22:16.865000,6.0,3.0,,,,,,
66,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17470O\day_4,26598N-1741O,WT,17470O,F,WT,1.0,T0000009,0.98055,1.0497,00:00:00.981000,00:00:01.050000,45369.0581,41787.3962,01:39:34.560000,00:00:00.069000,02:45:56.736000,00:00:00.115000,Composite,9.0,3.0,2020-10-08,,12:22:17.050000,6.0,4.0,,,,,,
67,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17470O\day_4,26598N-1741O,WT,17470O,F,WT,1.0,T0000009,1.1603,1.2251,00:00:01.160000,00:00:01.225000,48592.5538,42503.7286,01:33:18.720000,00:00:00.065000,02:39:15.840000,00:00:00.111000,Composite,9.0,3.0,2020-10-08,,12:22:17.225000,6.0,5.0,,,,,,
68,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17470O\day_4,26598N-1741O,WT,17470O,F,WT,1.0,T0000009,1.3353,1.3972,00:00:01.335000,00:00:01.397000,48592.5538,42145.5624,01:29:08.160000,00:00:00.062000,02:38:41.280000,00:00:00.110000,Composite,9.0,3.0,2020-10-08,,12:22:17.397000,6.0,6.0,,,,,,
69,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17470O\day_4,26598N-1741O,WT,17470O,F,WT,1.0,T0000009,1.5198,1.5803,00:00:01.520000,00:00:01.580000,49308.8862,41429.23,01:27:07.200000,00:00:00.060000,02:56:32.640000,00:00:00.123000,Composite,9.0,3.0,2020-10-08,,12:22:17.580000,6.0,7.0,,,,,,
70,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17470O\day_4,26598N-1741O,WT,17470O,F,WT,1.0,T0000009,1.6985,1.7601,00:00:01.698000,00:00:01.760000,50025.2185,38922.0667,01:28:42.240000,00:00:00.062000,02:50:12.480000,00:00:00.118000,Composite,9.0,3.0,2020-10-08,,12:22:17.760000,6.0,8.0,,,,,,
71,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17470O\day_4,26598N-1741O,WT,17470O,F,WT,1.0,T0000009,2.1622,2.2296,00:00:02.162000,00:00:02.230000,50741.5509,76529.5165,01:37:03.360000,00:00:00.067000,09:39:01.440000,00:00:00.402000,Two-Syllable,7.0,2.0,2020-10-08,,12:22:18.230000,6.0,9.0,,,,,,
72,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17470O\day_4,26598N-1741O,WT,17470O,F,WT,1.0,T0000009,2.371,2.4213,00:00:02.371000,00:00:02.421000,71515.1899,74380.5194,01:12:25.920000,00:00:00.050000,03:23:36.960000,00:00:00.141000,Complex,3.0,1.0,2020-10-08,,12:22:18.421000,6.0,10.0,,,,,,
73,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17470O\day_4,26598N-1741O,WT,17470O,F,WT,1.0,T0000010,0.33004,0.3588,00:00:00.330000,00:00:00.359000,75096.8518,72589.6885,00:41:24.864000,00:00:00.029000,,,Short,1.0,1.0,2020-10-08,12:22:25,12:22:25.359000,7.0,1.0,1900-01-02 12:10:27.264000,00:00:02.507000,1900-01-06 13:53:19.680000,00:00:06.579000,,
74,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17470O\day_4,26598N-1741O,WT,17470O,F,WT,1.0,T0000010,0.5015,0.54956,00:00:00.501000,00:00:00.550000,56830.3761,43578.2271,01:09:12.384000,00:00:00.048000,03:25:29.280000,00:00:00.143000,Chevron,2.0,1.0,2020-10-08,,12:22:25.550000,7.0,2.0,,,,,,
75,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17470O\day_4,26598N-1741O,WT,17470O,F,WT,1.0,T0000010,0.67146,0.72279,00:00:00.671000,00:00:00.723000,54681.379,48234.3876,01:13:54.912000,00:00:00.051000,02:55:32.160000,00:00:00.122000,Frequency Steps,8.0,2.0,2020-10-08,,12:22:25.723000,7.0,3.0,,,,,,
76,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17470O\day_4,26598N-1741O,WT,17470O,F,WT,1.0,T0000010,0.84506,0.90659,00:00:00.845000,00:00:00.907000,56830.3761,44652.7257,01:28:36.192000,00:00:00.062000,02:56:04.128000,00:00:00.122000,Two-Syllable,7.0,2.0,2020-10-08,,12:22:25.907000,7.0,4.0,,,,,,
77,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17470O\day_4,26598N-1741O,WT,17470O,F,WT,1.0,T0000010,1.0281,1.0809,00:00:01.028000,00:00:01.081000,56830.3761,48234.3876,01:16:01.920000,00:00:00.053000,02:54:58.464000,00:00:00.122000,Two-Syllable,7.0,2.0,2020-10-08,,12:22:26.081000,7.0,5.0,,,,,,
78,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17470O\day_4,26598N-1741O,WT,17470O,F,WT,1.0,T0000010,1.2043,1.2618,00:00:01.204000,00:00:01.262000,60412.038,42503.7286,01:22:48,00:00:00.058000,02:57:41.760000,00:00:00.123000,Composite,9.0,3.0,2020-10-08,,12:22:26.262000,7.0,6.0,,,,,,
79,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17470O\day_4,26598N-1741O,WT,17470O,F,WT,1.0,T0000010,1.3706,1.43,00:00:01.371000,00:00:01.430000,46801.7228,43578.2271,01:25:32.160000,00:00:00.059000,02:36:40.320000,00:00:00.109000,Composite,9.0,3.0,2020-10-08,,12:22:26.430000,7.0,7.0,,,,,,
80,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17470O\day_4,26598N-1741O,WT,17470O,F,WT,1.0,T0000010,1.5318,1.5911,00:00:01.532000,00:00:01.591000,43936.3933,43578.2271,01:25:23.520000,00:00:00.059000,02:26:35.520000,00:00:00.102000,Composite,9.0,3.0,2020-10-08,,12:22:26.591000,7.0,8.0,,,,,,
81,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17470O\day_4,26598N-1741O,WT,17470O,F,WT,1.0,T0000010,1.6952,1.7589,00:00:01.695000,00:00:01.759000,45727.2243,42145.5624,01:31:43.680000,00:00:00.064000,02:29:54.240000,00:00:00.104000,Composite,9.0,3.0,2020-10-08,,12:22:26.759000,7.0,9.0,,,,,,
82,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17470O\day_4,26598N-1741O,WT,17470O,F,WT,1.0,T0000010,1.8578,1.9201,00:00:01.858000,00:00:01.920000,46085.3905,42503.7286,01:29:42.720000,00:00:00.062000,02:22:24.960000,00:00:00.099000,Composite,9.0,3.0,2020-10-08,,12:22:26.920000,7.0,10.0,,,,,,
83,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17470O\day_4,26598N-1741O,WT,17470O,F,WT,1.0,T0000010,2.0308,2.0901,00:00:02.031000,00:00:02.090000,49667.0523,43936.3933,01:25:23.520000,00:00:00.059000,02:39:24.480000,00:00:00.111000,Composite,9.0,3.0,2020-10-08,,12:22:27.090000,7.0,11.0,,,,,,
84,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17470O\day_4,26598N-1741O,WT,17470O,F,WT,1.0,T0000010,2.2119,2.2734,00:00:02.212000,00:00:02.273000,48234.3876,43936.3933,01:28:33.600000,00:00:00.062000,02:55:23.520000,00:00:00.122000,Composite,9.0,3.0,2020-10-08,,12:22:27.273000,7.0,12.0,,,,,,
85,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17470O\day_4,26598N-1741O,WT,17470O,F,WT,1.0,T0000010,2.3961,2.4616,00:00:02.396000,00:00:02.462000,55755.8776,44652.7257,01:34:19.200000,00:00:00.065000,02:56:41.280000,00:00:00.123000,Two-Syllable,7.0,2.0,2020-10-08,,12:22:27.462000,7.0,13.0,,,,,,
86,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17470O\day_4,26598N-1741O,WT,17470O,F,WT,1.0,T0000010,2.588,2.655,00:00:02.588000,00:00:02.655000,56114.0438,47518.0552,01:36:28.800000,00:00:00.067000,03:02:00.960000,00:00:00.126000,Two-Syllable,7.0,2.0,2020-10-08,,12:22:27.655000,7.0,14.0,,,,,,
87,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17470O\day_4,26598N-1741O,WT,17470O,F,WT,1.0,T0000010,2.7805,2.8373,00:00:02.780000,00:00:02.837000,54681.379,47518.0552,01:21:47.520000,00:00:00.057000,03:00:43.200000,00:00:00.126000,Two-Syllable,7.0,2.0,2020-10-08,,12:22:27.837000,7.0,15.0,,,,,,
88,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17470O\day_5,26598N-1741O,WT,17470O,F,WT,1.0,,,,,,,,,,,,,,,,12:22:48,00:00:45.837000,,,,,1900-01-20 03:54:17.280000,00:00:20.163000,,
89,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17471P\day_3,6598N-1741O,WT,17471P,M,WT,1.0,,,,,,,,,,,,,,,,12:57:14,,,,,,,,,
90,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17471P\day_4,6598N-1741O,WT,17471P,M,WT,1.0,T0000001,0.18586,0.2106,00:00:00.186000,00:00:00.211000,84409.1727,87632.6684,00:35:37.536000,00:00:00.025000,,,Short,1.0,1.0,2020-10-13,12:57:19,12:57:19.211000,1.0,1.0,1900-01-02 09:34:11.136000,00:00:02.399000,1900-01-05 00:00:00,00:00:05,,
91,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17471P\day_4,6598N-1741O,WT,17471P,M,WT,1.0,T0000001,0.50479,0.54375,00:00:00.505000,00:00:00.544000,58263.0409,59337.5395,00:56:06.144000,00:00:00.039000,07:03:38.016000,00:00:00.294000,Chevron,2.0,1.0,2020-10-13,,12:57:19.544000,1.0,2.0,,,,,,
92,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17471P\day_4,6598N-1741O,WT,17471P,M,WT,1.0,T0000001,0.68537,0.71814,00:00:00.685000,00:00:00.718000,55039.5452,61128.3704,00:47:11.328000,00:00:00.033000,03:23:55.968000,00:00:00.142000,Short,1.0,1.0,2020-10-13,,12:57:19.718000,1.0,3.0,,,,,,
93,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17471P\day_4,6598N-1741O,WT,17471P,M,WT,1.0,T0000001,0.86596,0.92567,00:00:00.866000,00:00:00.926000,45010.8919,70440.6913,01:25:58.944000,00:00:00.060000,03:32:51.648000,00:00:00.148000,Composite,9.0,3.0,2020-10-13,,12:57:19.926000,1.0,4.0,,,,,,
94,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17471P\day_4,6598N-1741O,WT,17471P,M,WT,1.0,T0000001,1.0378,1.0924,00:00:01.038000,00:00:01.092000,50741.5509,45010.8919,01:18:37.440000,00:00:00.055000,02:41:28.032000,00:00:00.112000,Frequency Steps,8.0,2.0,2020-10-13,,12:57:20.092000,1.0,5.0,,,,,,
95,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17471P\day_4,6598N-1741O,WT,17471P,M,WT,1.0,T0000001,1.2146,1.2812,00:00:01.215000,00:00:01.281000,52890.5481,46085.3905,01:35:54.240000,00:00:00.067000,02:55:58.080000,00:00:00.122000,Frequency Steps,8.0,2.0,2020-10-13,,12:57:20.281000,1.0,6.0,,,,,,
96,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17471P\day_4,6598N-1741O,WT,17471P,M,WT,1.0,T0000001,1.4086,1.4807,00:00:01.409000,00:00:01.481000,51457.8833,69008.0266,01:43:49.440000,00:00:00.072000,03:03:27.360000,00:00:00.127000,Frequency Steps,8.0,2.0,2020-10-13,,12:57:20.481000,1.0,7.0,,,,,,
97,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17471P\day_4,6598N-1741O,WT,17471P,M,WT,1.0,T0000001,1.5928,1.6525,00:00:01.593000,00:00:01.652000,50741.5509,49667.0523,01:25:58.080000,00:00:00.060000,02:41:25.440000,00:00:00.112000,Chevron,2.0,1.0,2020-10-13,,12:57:20.652000,1.0,8.0,,,,,,
98,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17471P\day_4,6598N-1741O,WT,17471P,M,WT,1.0,T0000001,1.767,1.838,00:00:01.767000,00:00:01.838000,85841.8374,72589.6885,01:42:14.400000,00:00:00.071000,02:44:52.800000,00:00:00.114000,Frequency Steps,8.0,2.0,2020-10-13,,12:57:20.838000,1.0,9.0,,,,,,
99,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17471P\day_4,6598N-1741O,WT,17471P,M,WT,1.0,T0000001,1.958,2.0159,00:00:01.958000,00:00:02.016000,56114.0438,51457.8833,01:23:22.560000,00:00:00.058000,02:52:48,00:00:00.120000,Chevron,2.0,1.0,2020-10-13,,12:57:21.016000,1.0,10.0,,,,,,
100,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17471P\day_4,6598N-1741O,WT,17471P,M,WT,1.0,T0000001,2.1399,2.1988,00:00:02.140000,00:00:02.199000,58979.3733,49667.0523,01:24:48.960000,00:00:00.059000,02:58:33.600000,00:00:00.124000,Complex,3.0,1.0,2020-10-13,,12:57:21.199000,1.0,11.0,,,,,,
101,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17471P\day_4,6598N-1741O,WT,17471P,M,WT,1.0,T0000001,2.3305,2.3883,00:00:02.330000,00:00:02.388000,56830.3761,82260.1756,01:23:13.920000,00:00:00.058000,03:09:38.880000,00:00:00.132000,Two-Syllable,7.0,2.0,2020-10-13,,12:57:21.388000,1.0,12.0,,,,,,
102,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17471P\day_4,6598N-1741O,WT,17471P,M,WT,1.0,T0000001,2.5249,2.5846,00:00:02.525000,00:00:02.585000,81902.0094,82260.1756,01:25:58.080000,00:00:00.060000,03:16:42.240000,00:00:00.137000,Chevron,2.0,1.0,2020-10-13,,12:57:21.585000,1.0,13.0,,,,,,
103,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17471P\day_4,6598N-1741O,WT,17471P,M,WT,1.0,T0000002,0.52344,0.58715,00:00:00.523000,00:00:00.587000,59337.5395,69008.0266,01:31:44.544000,00:00:00.064000,,,Frequency Steps,8.0,2.0,2020-10-13,12:57:37,12:57:37.587000,2.0,1.0,10:10:18.912000,00:00:00.424000,1900-01-15 09:58:10.560000,00:00:15.415000,,
104,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17471P\day_4,6598N-1741O,WT,17471P,M,WT,1.0,T0000002,0.7277,0.7754,00:00:00.728000,00:00:00.775000,51816.0495,48592.5538,01:08:41.280000,00:00:00.048000,03:22:23.520000,00:00:00.141000,Chevron,2.0,1.0,2020-10-13,,12:57:37.775000,2.0,2.0,,,,,,
105,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17471P\day_4,6598N-1741O,WT,17471P,M,WT,1.0,T0000002,0.92979,0.94727,00:00:00.930000,00:00:00.947000,84409.1727,57188.5423,00:25:10.272000,00:00:00.017000,03:42:19.296000,00:00:00.154000,Composite,9.0,3.0,2020-10-13,,12:57:37.947000,2.0,3.0,,,,,,
106,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17471P\day_4,6598N-1741O,WT,17471P,M,WT,1.0,T0000003,0.50157,0.54199,00:00:00.502000,00:00:00.542000,83692.8403,94079.6598,00:58:12.288000,00:00:00.040000,,,Two-Syllable,7.0,2.0,2020-10-13,12:58:02,12:58:02.542000,3.0,1.0,1900-01-01 09:17:36.672000,00:00:01.387000,1900-01-24 01:15:55.872000,00:00:24.053000,,
107,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17471P\day_4,6598N-1741O,WT,17471P,M,WT,1.0,T0000003,0.68599,0.75953,00:00:00.686000,00:00:00.760000,60770.2042,42503.7286,01:45:53.856000,00:00:00.074000,03:27:21.600000,00:00:00.144000,Complex,3.0,1.0,2020-10-13,,12:58:02.760000,3.0,2.0,,,,,,
108,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17471P\day_4,6598N-1741O,WT,17471P,M,WT,1.0,T0000003,0.8738,0.92768,00:00:00.874000,00:00:00.928000,56114.0438,45727.2243,01:17:35.232000,00:00:00.054000,02:44:32.928000,00:00:00.114000,Chevron,2.0,1.0,2020-10-13,,12:58:02.928000,3.0,3.0,,,,,,
109,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17471P\day_4,6598N-1741O,WT,17471P,M,WT,1.0,T0000003,1.0638,1.1228,00:00:01.064000,00:00:01.123000,52532.3819,49667.0523,01:24:57.600000,00:00:00.059000,03:16:00.768000,00:00:00.136000,Complex,3.0,1.0,2020-10-13,,12:58:03.123000,3.0,4.0,,,,,,
110,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17471P\day_4,6598N-1741O,WT,17471P,M,WT,1.0,T0000003,1.2522,1.3057,00:00:01.252000,00:00:01.306000,52890.5481,47159.889,01:17:02.400000,00:00:00.054000,03:06:20.160000,00:00:00.129000,Complex,3.0,1.0,2020-10-13,,12:58:03.306000,3.0,5.0,,,,,,
111,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17471P\day_4,6598N-1741O,WT,17471P,M,WT,1.0,T0000003,1.4466,1.5125,00:00:01.447000,00:00:01.512000,86916.336,45369.0581,01:34:53.760000,00:00:00.066000,03:22:53.760000,00:00:00.141000,Two-Syllable,7.0,2.0,2020-10-13,,12:58:03.513000,3.0,6.0,,,,,,
112,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17471P\day_4,6598N-1741O,WT,17471P,M,WT,1.0,T0000003,1.637,1.7007,00:00:01.637000,00:00:01.701000,51099.7171,72947.8546,01:31:43.680000,00:00:00.064000,02:59:16.800000,00:00:00.125000,Two-Syllable,7.0,2.0,2020-10-13,,12:58:03.701000,3.0,7.0,,,,,,
113,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17471P\day_4,6598N-1741O,WT,17471P,M,WT,1.0,T0000003,1.8284,1.8888,00:00:01.828000,00:00:01.889000,49667.0523,48592.5538,01:26:58.560000,00:00:00.060000,03:03:53.280000,00:00:00.128000,Chevron,2.0,1.0,2020-10-13,,12:58:03.889000,3.0,8.0,,,,,,
114,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17471P\day_4,6598N-1741O,WT,17471P,M,WT,1.0,T0000004,0.49132,0.55504,00:00:00.491000,00:00:00.555000,50383.3847,43936.3933,01:31:45.408000,00:00:00.064000,,,Composite,9.0,3.0,2020-10-13,12:58:12,12:58:12.555000,4.0,1.0,1900-01-12 08:25:07.392000,00:00:12.351000,1900-01-08 02:40:07.680000,00:00:08.111000,,
115,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17471P\day_4,6598N-1741O,WT,17471P,M,WT,1.0,T0000004,0.64985,0.70774,00:00:00.650000,00:00:00.708000,48592.5538,41429.23,01:23:21.696000,00:00:00.058000,02:16:31.584000,00:00:00.095000,Composite,9.0,3.0,2020-10-13,,12:58:12.708000,4.0,2.0,,,,,,
116,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17471P\day_4,6598N-1741O,WT,17471P,M,WT,1.0,T0000004,0.81514,0.88104,00:00:00.815000,00:00:00.881000,49667.0523,42861.8948,01:34:53.760000,00:00:00.066000,02:34:39.360000,00:00:00.107000,Composite,9.0,3.0,2020-10-13,,12:58:12.881000,4.0,3.0,,,,,,
117,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17471P\day_4,6598N-1741O,WT,17471P,M,WT,1.0,T0000004,0.98589,1.0598,00:00:00.986000,00:00:01.060000,50025.2185,41429.23,01:46:25.824000,00:00:00.074000,02:30:59.040000,00:00:00.105000,Composite,9.0,3.0,2020-10-13,,12:58:13.060000,4.0,4.0,,,,,,
118,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17471P\day_4,6598N-1741O,WT,17471P,M,WT,1.0,T0000004,1.1767,1.2627,00:00:01.177000,00:00:01.263000,50741.5509,71873.3561,02:03:50.400000,00:00:00.086000,02:48:20.160000,00:00:00.117000,Composite,9.0,3.0,2020-10-13,,12:58:13.263000,4.0,5.0,,,,,,
119,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17471P\day_4,6598N-1741O,WT,17471P,M,WT,1.0,T0000004,1.3801,1.4671,00:00:01.380000,00:00:01.467000,48592.5538,72231.5223,02:05:16.800000,00:00:00.087000,02:49:03.360000,00:00:00.117000,Composite,9.0,3.0,2020-10-13,,12:58:13.467000,4.0,6.0,,,,,,
120,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17471P\day_4,6598N-1741O,WT,17471P,M,WT,1.0,T0000004,1.5724,1.6507,00:00:01.572000,00:00:01.651000,50025.2185,74738.6856,01:52:45.120000,00:00:00.078000,02:31:37.920000,00:00:00.105000,Composite,9.0,3.0,2020-10-13,,12:58:13.651000,4.0,7.0,,,,,,
121,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17471P\day_4,6598N-1741O,WT,17471P,M,WT,1.0,T0000004,1.7657,1.8483,00:00:01.766000,00:00:01.848000,52890.5481,73306.0208,01:58:56.640000,00:00:00.083000,02:45:36,00:00:00.115000,Frequency Steps,8.0,2.0,2020-10-13,,12:58:13.848000,4.0,8.0,,,,,,
122,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17471P\day_4,6598N-1741O,WT,17471P,M,WT,1.0,T0000004,1.9739,2.0602,00:00:01.974000,00:00:02.060000,80469.3446,75096.8518,02:04:16.320000,00:00:00.086000,03:00:51.840000,00:00:00.126000,Frequency Steps,8.0,2.0,2020-10-13,,12:58:14.060000,4.0,9.0,,,,,,
123,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17471P\day_4,6598N-1741O,WT,17471P,M,WT,1.0,T0000004,2.1757,2.2507,00:00:02.176000,00:00:02.251000,83334.6741,73306.0208,01:48:00,00:00:00.075000,02:46:19.200000,00:00:00.115000,Frequency Steps,8.0,2.0,2020-10-13,,12:58:14.251000,4.0,10.0,,,,,,
124,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17471P\day_4,6598N-1741O,WT,17471P,M,WT,1.0,T0000004,2.3724,2.3815,00:00:02.372000,00:00:02.382000,81185.677,90497.9979,00:13:06.240000,00:00:00.009000,02:55:14.880000,00:00:00.122000,Short,1.0,1.0,2020-10-13,,12:58:14.382000,4.0,11.0,,,,,,
125,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17471P\day_4,6598N-1741O,WT,17471P,M,WT,1.0,T0000004,2.5242,2.6182,00:00:02.524000,00:00:02.618000,72231.5223,70082.5251,02:15:21.600000,00:00:00.094000,03:25:29.280000,00:00:00.143000,Frequency Steps,8.0,2.0,2020-10-13,,12:58:14.618000,4.0,12.0,,,,,,
126,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17471P\day_4,6598N-1741O,WT,17471P,M,WT,1.0,T0000004,2.7328,2.8227,00:00:02.733000,00:00:02.823000,47159.889,43578.2271,02:09:27.360000,00:00:00.090000,02:45:01.440000,00:00:00.115000,Composite,9.0,3.0,2020-10-13,,12:58:14.823000,4.0,13.0,,,,,,
